date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:11:11	3029420/3029420	U--MCZ	200	updated ('OK')	text/html	date:Tue,%2028%20Feb%202023%2021:11:10%20GMT	https://www.classcentral.com/universities	C:/My%20Web%20Sites/classcentral/www.classcentral.com/universities.html	(from https://www.classcentral.com/)
22:11:21	773115/773115	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2021:11:11%20GMT	https://www.classcentral.com/subject/internet-of-things	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/internet-of-things.html	(from https://www.classcentral.com/)
22:11:21	839106/839106	U--MCZ	200	updated ('OK')	text/html	date:Tue,%2028%20Feb%202023%2021:11:11%20GMT	https://www.classcentral.com/collection/top-free-online-courses	C:/My%20Web%20Sites/classcentral/www.classcentral.com/collection/top-free-online-courses.html	(from https://www.classcentral.com/)
22:11:21	35437/35437	U-----	200	untouched ('')	image/png	date:Tue,%2028%20Feb%202023%2013:09:58%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-most-popular-of-all-time.png?auto=format&h=420&ixlib=php-3.3.1&s=8ddc221d6528da20924c85c064e17572	C:/My%20Web%20Sites/classcentral/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-most-popular-of-all-time45d9.png	(from https://www.classcentral.com/)
22:11:21	145443/145443	U-----	200	untouched ('OK')	text/html	date:Tue,%2028%20Feb%202023%2009:56:43%20GMT	https://www.classcentral.com/report/best-free-online-courses-2022/	C:/My%20Web%20Sites/classcentral/www.classcentral.com/report/best-free-online-courses-2022/index.html	(from https://www.classcentral.com/)
22:11:21	153568/153568	U-----	200	untouched ('OK')	text/html	date:Tue,%2028%20Feb%202023%2009:56:43%20GMT	https://www.classcentral.com/report/best-free-online-courses-2021/	C:/My%20Web%20Sites/classcentral/www.classcentral.com/report/best-free-online-courses-2021/index.html	(from https://www.classcentral.com/)
22:11:21	176859/176859	U-----	200	untouched ('OK')	text/html	date:Tue,%2028%20Feb%202023%2009:56:44%20GMT	https://www.classcentral.com/report/most-popular-courses-2022/	C:/My%20Web%20Sites/classcentral/www.classcentral.com/report/most-popular-courses-2022/index.html	(from https://www.classcentral.com/)
22:11:22	178725/178725	U-----	200	untouched ('OK')	text/html	date:Tue,%2028%20Feb%202023%2009:56:45%20GMT	https://www.classcentral.com/report/100-most-popular-online-courses-2021/	C:/My%20Web%20Sites/classcentral/www.classcentral.com/report/100-most-popular-online-courses-2021/index.html	(from https://www.classcentral.com/)
22:11:22	6215/6215	U-----	200	untouched ('')	image/jpeg	date:Wed,%2004%20Jan%202023%2012:57:49%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-ivy-league-moocs-social.jpg?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=0d3af0d0d31cdbdc684a726b330a759f	C:/My%20Web%20Sites/classcentral/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-ivy-league-moocs-social5b92.jpg	(from https://www.classcentral.com/)
22:11:22	50744/50744	U-----	200	untouched ('')	image/jpeg	date:Tue,%2028%20Feb%202023%2012:07:34%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-ivy-league-moocs-social.jpg?auto=format&h=420&ixlib=php-3.3.1&s=c49b305f32e1e971696b9852e3971c6b	C:/My%20Web%20Sites/classcentral/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-ivy-league-moocs-social1fe9.jpg	(from https://www.classcentral.com/)
